title                    	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	Lsym	Laa	Gravy	Aromo	
YBL071WA                	0.4426	0.3607	0.3396	0.2128	0.154	0.013	0.442	40.92	0.416	0.451	 77	 82	-0.220732	0.121951	
YBL072C                  	0.4641	0.3268	0.3072	0.1548	0.747	0.776	0.862	28.36	0.378	0.437	196	200	-0.829500	0.080000	
YBL073W                  	0.3953	0.3256	0.2742	0.3019	0.111	-0.028	0.389	61.00	0.463	0.408	 95	103	0.327184	0.165049	
YBL074C                  	0.4361	0.2782	0.3938	0.2786	0.143	0.016	0.442	55.32	0.388	0.381	335	355	-0.636620	0.126761	
YBL075C                  	0.4695	0.1889	0.3642	0.2324	0.177	0.155	0.496	44.81	0.326	0.416	639	649	-0.489368	0.063174	
YBL076C                  	0.4641	0.2763	0.3530	0.1938	0.342	0.352	0.620	39.51	0.358	0.389	1032	1072	-0.340392	0.113806	
YBL077W                  	0.3952	0.1855	0.3980	0.2874	0.107	-0.026	0.390	60.27	0.353	0.354	136	143	0.196504	0.125874	
YBL078C                  	0.4719	0.1798	0.3068	0.3718	0.150	0.106	0.482	48.40	0.395	0.399	114	117	-0.477778	0.119658	
YBL079W                  	0.4089	0.2523	0.4228	0.1990	0.151	0.078	0.463	51.52	0.342	0.373	1464	1502	-0.188549	0.099867	
YBL080C                  	0.3703	0.2406	0.3433	0.3573	0.132	0.066	0.445	56.65	0.439	0.412	526	541	-0.396118	0.085028	
YBL081W                  	0.2719	0.4281	0.3008	0.2622	0.166	0.241	0.548	54.20	0.554	0.448	354	368	-0.964946	0.092391	
YBL082C                  	0.2849	0.3629	0.2191	0.3784	0.107	0.110	0.453	56.01	0.583	0.479	424	458	0.429039	0.131004	
YBL083C                  	0.4310	0.3190	0.2818	0.1900	0.130	0.142	0.474	53.37	0.409	0.461	137	141	0.056738	0.106383	
YBL084C                  	0.4434	0.2087	0.3859	0.2723	0.116	-0.020	0.395	50.98	0.353	0.372	737	758	-0.434697	0.089710	
YBL085W                  	0.4000	0.2355	0.4346	0.2062	0.132	0.045	0.432	51.21	0.340	0.400	959	980	-0.893061	0.071429	
YBL086C                  	0.3351	0.2601	0.4218	0.2744	0.115	0.015	0.418	49.42	0.407	0.412	452	466	-0.850429	0.075107	
YBL087C                  	0.4286	0.3304	0.2569	0.1569	0.624	0.679	0.798	31.24	0.411	0.472	129	137	-0.077372	0.051095	
YBL088C                  	0.4139	0.2206	0.4581	0.2106	0.123	-0.009	0.406	51.76	0.321	0.358	2687	2787	-0.164873	0.110513	
YBL089W                  	0.3802	0.2049	0.3918	0.2577	0.098	-0.022	0.392	56.50	0.354	0.388	446	459	0.572985	0.111111	
YBL090W                  	0.3409	0.2500	0.4000	0.3025	0.136	0.107	0.464	58.81	0.411	0.394	168	177	-0.752542	0.050847	
YBL091C                  	0.3994	0.3065	0.3550	0.2526	0.211	0.214	0.538	49.45	0.418	0.434	409	421	-0.702851	0.076009	
YBL091CA                	0.2971	0.3043	0.3796	0.2951	0.117	0.089	0.462	55.12	0.456	0.440	171	175	-0.210857	0.080000	
YBL092W                  	0.3922	0.3922	0.2059	0.2766	0.818	0.842	0.906	28.56	0.520	0.446	127	130	-0.678462	0.061538	
YBL093C                  	0.3158	0.2632	0.4367	0.2953	0.104	0.031	0.420	49.28	0.420	0.444	212	220	-1.000909	0.086364	
YBL094C                  	0.3077	0.2857	0.4819	0.1600	0.116	0.069	0.434	55.03	0.358	0.385	106	110	0.331818	0.090909	
YBL095W                  	0.4009	0.2264	0.3085	0.3514	0.121	0.045	0.423	55.86	0.435	0.432	260	270	-0.115556	0.096296	
YBL096C                  	0.2979	0.3298	0.3896	0.1549	0.089	0.005	0.380	60.44	0.420	0.448	100	102	0.416667	0.078431	
YBL097W                  	0.4168	0.2281	0.4567	0.2672	0.147	0.008	0.433	51.21	0.351	0.378	732	754	-0.890716	0.072944	
YBL098W                  	0.4290	0.2350	0.4109	0.2109	0.165	0.097	0.463	51.45	0.336	0.386	441	460	-0.282391	0.095652	
YBL099W                  	0.4955	0.2478	0.2817	0.1747	0.471	0.574	0.733	35.52	0.346	0.438	540	545	-0.085321	0.056881	
YBL100C                  	0.3444	0.1778	0.4337	0.2500	0.094	0.025	0.392	48.03	0.343	0.436	102	104	0.569231	0.076923	
YBL100WA                	0.4331	0.2326	0.4841	0.1473	0.179	0.128	0.491	46.96	0.290	0.383	424	438	-0.810046	0.084475	
YBL100WB                	0.4211	0.2352	0.4933	0.1488	0.151	0.048	0.447	48.91	0.292	0.369	1724	1770	-0.697571	0.083051	
YBL100WC                	0.5333	0.2333	0.2222	0.3043	0.109	-0.078	0.361	44.50	0.389	0.368	 36	 39	-0.448718	0.153846	
YBL101C                  	0.3792	0.2599	0.4090	0.2015	0.124	0.033	0.421	52.41	0.364	0.414	1096	1117	-0.651388	0.068039	
YBL102W                  	0.3757	0.2265	0.3165	0.2961	0.099	0.086	0.426	53.99	0.422	0.448	204	215	0.289302	0.139535	
YBL103C                  	0.3928	0.2274	0.4469	0.2119	0.147	0.079	0.444	46.88	0.338	0.397	471	486	-0.824486	0.061728	
YBL104C                  	0.4269	0.2205	0.4341	0.2065	0.142	0.064	0.445	50.87	0.322	0.390	996	1038	-0.559345	0.088632	
YBL105C                  	0.4667	0.2070	0.4354	0.2125	0.171	0.095	0.470	50.96	0.308	0.388	1113	1151	-0.681408	0.079062	
YBL106C                  	0.4332	0.2124	0.3974	0.1991	0.123	0.041	0.437	52.06	0.319	0.389	982	1010	-0.078713	0.085149	
YBL107C                  	0.4207	0.1586	0.4643	0.3307	0.104	-0.067	0.387	52.66	0.340	0.374	191	196	-0.978061	0.081633	
YBL107WA                	0.3793	0.1034	0.5556	0.1053	0.089	0.009	0.419	*****	0.161	0.284	 31	 34	0.867647	0.117647	
YBL108CA                	0.2500	0.4722	0.2647	0.1379	0.531	0.662	0.795	25.28	0.538	0.492	 39	 42	0.147619	0.071429	
YBL108W                  	0.4286	0.2262	0.3582	0.2742	0.108	-0.054	0.354	59.38	0.375	0.422	 96	101	0.237624	0.138614	
YBL109W                  	0.2830	0.4623	0.3200	0.0896	0.179	0.241	0.541	45.99	0.505	0.462	109	111	-0.153153	0.126126	
YBL111C                  	0.3377	0.2948	0.3333	0.3188	0.098	-0.002	0.399	60.93	0.468	0.449	649	667	-0.334783	0.103448	
YBL112C                  	0.3421	0.2237	0.4268	0.2603	0.089	0.056	0.423	56.76	0.371	0.429	 97	105	-0.143810	0.057143	
YBL113C                  	0.3861	0.3575	0.2200	0.2436	0.146	0.180	0.515	49.51	0.493	0.469	769	792	-0.631439	0.064394	
YBL113WA                	0.3431	0.3650	0.3070	0.2330	0.088	0.076	0.442	53.22	0.474	0.450	156	160	0.359375	0.143750	
YBR001C                  	0.4607	0.1685	0.4180	0.2461	0.123	0.023	0.413	49.02	0.309	0.394	751	780	-0.543974	0.120513	
YBR002C                  	0.3348	0.2411	0.3899	0.3081	0.109	0.003	0.400	56.31	0.418	0.423	275	286	-0.315385	0.083916	
YBR003W                  	0.4330	0.1985	0.3973	0.2113	0.140	0.091	0.445	51.56	0.320	0.406	463	473	-0.253700	0.057082	
YBR004C                  	0.4274	0.2219	0.4153	0.2031	0.154	0.061	0.446	50.08	0.323	0.343	415	433	0.426559	0.198614	
YBR005W                  	0.3559	0.1751	0.3758	0.3333	0.074	-0.028	0.375	56.29	0.399	0.469	208	213	-0.570892	0.093897	
YBR006W                  	0.4652	0.2139	0.3655	0.2011	0.195	0.201	0.525	45.77	0.324	0.408	484	497	-0.052918	0.090543	
YBR007C                  	0.4220	0.2093	0.4579	0.1915	0.122	-0.012	0.391	51.65	0.308	0.385	717	736	-0.914130	0.069293	
YBR008C                  	0.4310	0.2463	0.3504	0.1887	0.156	0.118	0.465	51.25	0.350	0.412	523	548	0.410219	0.147810	
YBR009C                  	0.4471	0.2941	0.3000	0.1446	0.734	0.767	0.853	31.00	0.363	0.430	102	103	-0.503884	0.058252	
YBR010W                  	0.3462	0.3077	0.3636	0.2018	0.622	0.659	0.785	29.68	0.407	0.434	135	136	-0.677941	0.051471	
YBR011C                  	0.4215	0.3812	0.2823	0.2198	0.621	0.647	0.799	32.60	0.450	0.427	278	287	-0.517770	0.097561	
YBR012C                  	0.5263	0.1579	0.5000	0.1646	0.108	-0.121	0.351	60.92	0.231	0.338	134	139	-0.604317	0.122302	
YBR012WA                	0.4314	0.2493	0.4164	0.1701	0.145	0.068	0.452	56.04	0.327	0.410	425	440	-0.814546	0.079545	
YBR012WB                	0.4118	0.2537	0.4651	0.1481	0.139	0.044	0.440	50.96	0.311	0.383	1710	1756	-0.634909	0.082005	
YBR013C                  	0.5405	0.1171	0.3678	0.2763	0.100	-0.071	0.373	46.98	0.270	0.331	126	129	0.028682	0.108527	
YBR014C                  	0.4390	0.2317	0.4000	0.2086	0.154	0.070	0.462	50.53	0.337	0.391	199	203	-0.436946	0.073892	
YBR015C                  	0.3727	0.3168	0.3325	0.2950	0.170	0.131	0.489	57.45	0.456	0.417	583	597	-0.417085	0.123953	
YBR016W                  	0.3103	0.4368	0.3636	0.3218	0.106	0.074	0.456	42.84	0.528	0.510	125	128	-1.474219	0.125000	
YBR017C                  	0.3943	0.2251	0.3997	0.2885	0.144	0.041	0.438	51.67	0.376	0.390	878	918	-0.030719	0.087146	
YBR018C                  	0.4878	0.2091	0.4115	0.1885	0.222	0.164	0.499	41.70	0.300	0.384	353	366	-0.540164	0.109290	
YBR019C                  	0.4861	0.2344	0.3201	0.2353	0.186	0.142	0.496	48.80	0.355	0.402	684	699	-0.338341	0.107296	
YBR020W                  	0.4687	0.2483	0.3299	0.2098	0.194	0.177	0.507	48.90	0.357	0.415	515	528	-0.089015	0.092803	
YBR021W                  	0.4470	0.2538	0.3601	0.1769	0.186	0.182	0.513	47.87	0.341	0.400	596	633	0.235229	0.164297	
YBR022W                  	0.3741	0.2734	0.4651	0.1897	0.117	-0.013	0.401	53.34	0.349	0.382	172	177	-0.329944	0.112994	
YBR023C                  	0.4787	0.2011	0.3688	0.2228	0.167	0.114	0.478	49.09	0.321	0.392	1112	1165	-0.267039	0.103004	
YBR024W                  	0.3959	0.2245	0.4352	0.2576	0.155	0.096	0.455	54.20	0.357	0.400	297	301	-0.583389	0.132890	
YBR025C                  	0.4916	0.2575	0.3377	0.2015	0.567	0.592	0.760	33.25	0.345	0.396	383	394	-0.288579	0.068528	
YBR026C                  	0.4430	0.2248	0.3767	0.2210	0.166	0.121	0.486	50.38	0.342	0.388	368	380	-0.388684	0.078947	
YBR027C                  	0.4271	0.2083	0.4028	0.2807	0.104	-0.033	0.406	57.75	0.340	0.345	106	110	0.549091	0.136364	
YBR028C                  	0.4415	0.2100	0.3879	0.2667	0.149	0.055	0.441	51.07	0.352	0.382	512	525	-0.567048	0.093333	
YBR029C                  	0.3854	0.2917	0.3497	0.2483	0.169	0.148	0.506	51.35	0.411	0.385	445	457	0.387527	0.142232	
YBR030W                  	0.3948	0.2766	0.4224	0.2327	0.153	0.059	0.446	55.82	0.376	0.405	534	552	-0.475906	0.086957	
YBR031W                  	0.4334	0.3584	0.2098	0.1966	0.803	0.840	0.901	27.42	0.459	0.483	353	362	-0.305801	0.055249	
YBR032W                  	0.3659	0.2927	0.3380	0.2879	0.087	0.004	0.392	57.45	0.443	0.437	 97	100	-0.076000	0.120000	
YBR033W                  	0.3959	0.2422	0.4326	0.2180	0.116	-0.003	0.407	54.98	0.348	0.387	894	919	-0.388575	0.081610	
YBR034C                  	0.4036	0.3455	0.3151	0.2488	0.267	0.282	0.587	42.92	0.443	0.407	334	348	-0.377874	0.109195	
YBR035C                  	0.3931	0.2659	0.3837	0.2532	0.241	0.327	0.600	45.71	0.391	0.434	220	228	-0.866667	0.114035	
YBR036C                  	0.3557	0.2945	0.2682	0.3120	0.142	0.163	0.501	57.96	0.475	0.434	387	410	0.383414	0.104878	
YBR037C                  	0.3487	0.2815	0.3273	0.3206	0.111	0.045	0.415	53.81	0.464	0.451	289	295	-0.357288	0.122034	
YBR038W                  	0.4555	0.2439	0.3531	0.2132	0.172	0.141	0.486	48.13	0.352	0.404	922	963	-0.260748	0.121495	
YBR039W                  	0.4609	0.2469	0.3278	0.2300	0.337	0.398	0.647	40.80	0.363	0.391	300	311	-0.309646	0.054662	
YBR040W                  	0.3992	0.2213	0.4047	0.2086	0.132	0.029	0.428	47.97	0.336	0.349	283	298	0.423490	0.124161	
YBR041W                  	0.4690	0.2270	0.3908	0.1968	0.194	0.150	0.498	46.59	0.321	0.377	642	669	-0.173393	0.133034	
YBR042C                  	0.4434	0.2264	0.3767	0.2231	0.133	0.040	0.435	52.18	0.339	0.371	384	397	-0.007809	0.118388	
YBR043C                  	0.3926	0.2183	0.4054	0.2144	0.124	0.070	0.436	52.14	0.342	0.410	658	689	-0.063280	0.105951	
YBR044C                  	0.3539	0.2559	0.4104	0.2618	0.127	0.048	0.436	54.39	0.393	0.391	560	573	-0.293194	0.073298	
YBR045C                  	0.4698	0.1857	0.4570	0.2231	0.140	-0.042	0.394	49.92	0.298	0.364	564	573	-1.035428	0.082024	
YBR046C                  	0.4335	0.2167	0.3977	0.2259	0.156	0.138	0.491	46.50	0.336	0.390	330	334	-0.153593	0.107784	
YBR047W                  	0.3704	0.2593	0.4921	0.2193	0.149	0.072	0.465	54.04	0.349	0.368	172	175	-0.418286	0.102857	
YBR048W                  	0.3821	0.4390	0.2520	0.1858	0.733	0.786	0.876	30.11	0.490	0.440	153	156	-0.457051	0.096154	
YBR049C                  	0.4845	0.2422	0.4280	0.2091	0.199	0.078	0.464	48.97	0.325	0.388	782	810	-1.195062	0.044444	
YBR050C                  	0.4265	0.2757	0.3593	0.2559	0.138	0.029	0.433	54.18	0.393	0.393	328	338	-0.758876	0.076923	
YBR051W                  	0.3646	0.2708	0.4321	0.2535	0.114	0.050	0.439	55.92	0.386	0.374	114	116	0.364655	0.172414	
YBR052C                  	0.3795	0.3012	0.3567	0.2324	0.149	0.086	0.460	53.92	0.411	0.444	202	210	-0.150000	0.109524	
YBR053C                  	0.4774	0.2300	0.3676	0.2247	0.167	0.084	0.467	50.72	0.337	0.390	347	358	-0.269274	0.106145	
YBR054W                  	0.4743	0.2794	0.2767	0.2232	0.457	0.555	0.738	33.55	0.388	0.408	325	344	0.145349	0.127907	
YBR055C                  	0.4044	0.1822	0.4865	0.2330	0.127	-0.012	0.392	50.87	0.309	0.373	865	899	-0.540935	0.087875	
YBR056CB                	0.4324	0.1622	0.5250	0.1892	0.156	0.213	0.520	45.63	0.260	0.455	 50	 52	-0.632692	0.057692	
YBR056W                  	0.5120	0.2267	0.4152	0.1759	0.202	0.085	0.471	48.82	0.294	0.384	473	501	-0.615968	0.129741	
YBR056WA                	0.4545	0.1818	0.5676	0.2121	0.178	0.220	0.540	35.11	0.270	0.434	 63	 66	-0.027273	0.075758	
YBR057C                  	0.3806	0.2239	0.4524	0.2875	0.123	-0.004	0.406	52.88	0.374	0.384	345	366	-0.867213	0.060109	
YBR058C                  	0.4712	0.2323	0.4123	0.2175	0.162	0.060	0.453	52.01	0.328	0.379	755	781	-0.523304	0.083227	
YBR058CA                	0.4062	0.2969	0.4151	0.1915	0.124	-0.055	0.395	54.70	0.368	0.350	 76	 80	0.267500	0.212500	
YBR059C                  	0.4326	0.2246	0.4108	0.2258	0.146	0.096	0.462	50.48	0.341	0.403	1076	1108	-0.829693	0.064079	
YBR060C                  	0.3983	0.2527	0.4100	0.2488	0.140	0.065	0.452	53.77	0.374	0.387	599	620	-0.706613	0.083871	
YBR061C                  	0.4223	0.2072	0.4298	0.2130	0.143	0.033	0.411	49.29	0.325	0.404	302	310	-0.388710	0.087097	
YBR062C                  	0.4060	0.2105	0.5308	0.1694	0.145	0.069	0.442	50.76	0.285	0.402	172	180	-0.738333	0.072222	
YBR063C                  	0.4479	0.2239	0.4164	0.1976	0.131	-0.005	0.425	50.89	0.315	0.352	391	404	-0.376485	0.094059	
YBR064W                  	0.3805	0.2035	0.4545	0.2247	0.076	-0.163	0.346	50.01	0.316	0.331	136	142	0.757747	0.119718	
YBR065C                  	0.3865	0.1986	0.4348	0.2816	0.107	-0.044	0.387	58.45	0.353	0.373	354	364	-0.411539	0.057692	
YBR066C                  	0.4057	0.2286	0.4258	0.2662	0.124	-0.006	0.416	54.02	0.360	0.380	214	220	-0.867273	0.068182	
YBR067C                  	0.4920	0.3102	0.2228	0.0914	0.450	0.577	0.734	34.87	0.357	0.479	207	210	0.260952	0.052381	
YBR068C                  	0.4297	0.2461	0.3508	0.2145	0.157	0.138	0.487	50.32	0.358	0.403	583	609	0.239409	0.136289	
YBR069C                  	0.3900	0.2819	0.3654	0.1976	0.151	0.132	0.482	51.30	0.381	0.418	596	619	0.245234	0.121163	
YBR070C                  	0.3750	0.1979	0.3791	0.3025	0.101	0.041	0.425	54.74	0.382	0.395	228	237	0.310126	0.118143	
YBR071W                  	0.2754	0.3473	0.3608	0.2886	0.139	0.137	0.480	56.28	0.495	0.436	204	211	-0.866825	0.052133	
YBR072CA                	0.3125	0.2708	0.3415	0.2857	0.134	0.072	0.442	61.00	0.442	0.390	 52	 53	-0.449057	0.037736	
YBR072W                  	0.4023	0.3391	0.3046	0.2535	0.338	0.398	0.645	41.26	0.450	0.427	211	214	-0.687851	0.093458	
YBR073W                  	0.3948	0.2146	0.4388	0.2311	0.135	0.047	0.434	51.13	0.339	0.379	895	924	-0.423810	0.072511	
YBR074W                  	0.4319	0.2104	0.3946	0.2362	0.125	0.024	0.421	52.56	0.338	0.379	946	976	-0.169365	0.115779	
YBR076CA                	0.3718	0.3462	0.2364	0.3125	0.091	-0.102	0.333	52.61	0.500	0.405	 84	 88	0.569318	0.204545	
YBR076W                  	0.4030	0.2890	0.4706	0.2216	0.145	0.001	0.432	56.97	0.362	0.359	329	339	-0.632448	0.132743	
YBR077C                  	0.3465	0.2835	0.3482	0.3500	0.142	0.102	0.481	54.80	0.461	0.391	154	162	-0.241358	0.086420	
YBR078W                  	0.5193	0.3140	0.1757	0.1548	0.553	0.682	0.810	29.70	0.394	0.407	462	468	0.181410	0.061966	
YBR079C                  	0.4578	0.2674	0.3900	0.1895	0.355	0.400	0.643	41.71	0.342	0.405	939	964	-0.669813	0.066390	
YBR080C                  	0.4417	0.2298	0.4064	0.1798	0.193	0.173	0.508	47.40	0.317	0.385	736	758	-0.241953	0.073879	
YBR081C                  	0.4274	0.2400	0.4802	0.2127	0.154	0.014	0.431	52.45	0.325	0.367	1296	1332	-0.905405	0.066817	
YBR082C                  	0.3680	0.3280	0.4112	0.1250	0.313	0.337	0.601	39.88	0.371	0.437	143	148	-0.314865	0.101351	
YBR083W                  	0.3575	0.2957	0.4235	0.2410	0.121	0.049	0.448	53.01	0.397	0.405	478	486	-0.804938	0.086420	
YBR084CA                	0.4236	0.3056	0.3270	0.1908	0.686	0.710	0.817	29.54	0.392	0.441	186	189	-0.950794	0.037037	
YBR084W                  	0.4233	0.2471	0.3779	0.1905	0.208	0.233	0.542	47.36	0.343	0.416	952	975	-0.158564	0.058462	
YBR085CA                	0.4603	0.2698	0.2985	0.2857	0.180	0.083	0.464	60.36	0.417	0.412	 84	 85	-0.414118	0.094118	
YBR085W                  	0.4251	0.2146	0.3906	0.2037	0.198	0.219	0.522	41.46	0.331	0.405	293	307	0.087296	0.114007	
YBR086C                  	0.4674	0.2331	0.3505	0.2250	0.176	0.106	0.479	48.75	0.347	0.380	925	946	-0.211311	0.104651	
YBR087W                  	0.3846	0.1958	0.4444	0.2353	0.152	0.063	0.439	44.92	0.327	0.372	342	354	-0.057062	0.050847	
YBR088C                  	0.3883	0.3107	0.4115	0.1726	0.256	0.248	0.560	44.22	0.369	0.385	252	258	0.000387	0.081395	
YBR089CA                	0.3881	0.2687	0.3625	0.2949	0.259	0.385	0.625	46.06	0.427	0.448	 96	 99	-1.432323	0.080808	
YBR089W                  	0.4132	0.1497	0.3816	0.2727	0.106	0.045	0.431	49.95	0.324	0.374	188	199	0.049246	0.080402	
YBR090C                  	0.2526	0.2316	0.4737	0.2747	0.080	0.008	0.379	51.49	0.405	0.445	116	122	-0.346721	0.139344	
YBR091C                  	0.3765	0.2471	0.3867	0.3429	0.068	-0.186	0.302	61.00	0.425	0.446	106	109	-0.411927	0.091743	
YBR092C                  	0.3943	0.3918	0.3105	0.1742	0.354	0.396	0.644	41.65	0.449	0.430	450	467	-0.373233	0.139186	
YBR093C                  	0.4209	0.4031	0.2730	0.1661	0.460	0.499	0.709	36.59	0.453	0.424	453	467	-0.406852	0.139186	
YBR094W                  	0.4504	0.2370	0.4105	0.2314	0.176	0.102	0.483	49.99	0.340	0.374	726	753	-0.425896	0.107570	
YBR095C                  	0.4159	0.2153	0.4103	0.2517	0.146	0.099	0.472	48.66	0.346	0.378	422	430	-0.626279	0.048837	
YBR096W                  	0.4389	0.3056	0.2968	0.2979	0.209	0.198	0.536	48.11	0.437	0.375	222	230	-0.133913	0.173913	
YBR097W                  	0.4211	0.2106	0.4432	0.2222	0.135	0.020	0.433	50.22	0.319	0.347	1419	1454	-0.113618	0.099725	
YBR098W                  	0.4171	0.1943	0.5049	0.2095	0.108	-0.060	0.382	50.58	0.294	0.366	676	691	-0.734298	0.073806	
YBR099C                  	0.5398	0.1770	0.4250	0.1143	0.130	-0.013	0.398	48.72	0.228	0.320	123	127	0.322835	0.165354	
YBR101C                  	0.4000	0.2400	0.4085	0.2565	0.158	0.109	0.468	48.79	0.368	0.382	280	290	-0.242414	0.058621	
YBR102C                  	0.4218	0.2143	0.3881	0.2750	0.132	0.019	0.416	50.58	0.365	0.380	729	753	-0.626826	0.057105	
YBR103CA                	0.4500	0.2500	0.4286	0.1852	0.097	-0.104	0.333	39.93	0.333	0.376	 45	 47	-0.674468	0.127660	
YBR103W                  	0.4093	0.2279	0.4203	0.2129	0.108	-0.004	0.409	52.62	0.337	0.407	516	535	-0.289906	0.078505	
YBR104W                  	0.3774	0.1774	0.4062	0.2792	0.119	0.093	0.450	47.86	0.358	0.414	318	329	-0.106991	0.100304	
YBR105C                  	0.3566	0.2832	0.3977	0.2764	0.125	0.048	0.438	56.44	0.421	0.424	354	362	-0.656077	0.113260	
YBR106W                  	0.3841	0.4275	0.2518	0.2000	0.529	0.670	0.807	34.84	0.485	0.434	171	188	-0.166489	0.074468	
YBR107C                  	0.3228	0.2804	0.3626	0.3230	0.120	0.094	0.470	58.95	0.453	0.422	232	245	-0.165714	0.097959	
YBR108W                  	0.4070	0.1915	0.3956	0.2743	0.112	0.062	0.430	52.64	0.364	0.463	931	947	-1.158289	0.052798	
YBR109C                  	0.4545	0.2636	0.4234	0.1553	0.220	0.164	0.500	50.80	0.317	0.390	142	147	-0.294558	0.054422	
YBR109WA                	0.4308	0.2154	0.3519	0.2174	0.143	0.095	0.465	45.57	0.338	0.383	 71	 74	0.751351	0.135135	
YBR110W                  	0.4157	0.2022	0.4352	0.2394	0.141	0.034	0.431	54.33	0.326	0.363	429	449	0.035190	0.120267	
YBR111C                  	0.4220	0.3237	0.3876	0.1562	0.247	0.247	0.561	45.69	0.363	0.407	223	231	-0.429004	0.064935	
YBR111WA                	0.3438	0.1875	0.5974	0.1549	0.129	0.019	0.440	46.76	0.253	0.344	 91	 96	-0.495833	0.052083	
YBR112C                  	0.4059	0.2148	0.5032	0.1671	0.162	0.186	0.512	45.80	0.288	0.438	941	966	-0.838302	0.054865	
YBR113W                  	0.5000	0.1190	0.3120	0.3223	0.133	0.156	0.481	45.00	0.346	0.419	156	160	0.296250	0.093750	
YBR114W                  	0.4086	0.2570	0.3675	0.2932	0.163	0.103	0.477	51.15	0.402	0.401	763	790	-0.599367	0.082278	
YBR115C                  	0.4513	0.2261	0.3789	0.1972	0.212	0.195	0.518	46.10	0.330	0.400	1353	1392	-0.256753	0.093391	
YBR116C                  	0.4101	0.2014	0.3228	0.3621	0.095	-0.025	0.399	61.00	0.417	0.396	168	175	0.204571	0.131429	
YBR117C                  	0.4004	0.2536	0.3353	0.2657	0.168	0.211	0.523	51.32	0.405	0.450	660	681	-0.351101	0.099853	
YBR118W                  	0.4631	0.3494	0.2465	0.2085	0.876	0.881	0.930	25.81	0.432	0.447	444	458	-0.299782	0.067686	
YBR119W                  	0.3687	0.2120	0.4580	0.2466	0.113	0.026	0.410	54.67	0.348	0.380	290	298	-0.672483	0.050336	
