ORF	Length	RPF	mRNA	TE	IP	FEatg	FEcap	cRPF	cTE	uATG	utr	gc	pE	Ai	S
YBL103C	486	21.92	25.01	0.876449420231907	0.00117015324012979	-3.7	NA	2.96109024566415	0.118396251326036	NA	NA	NA	0.00113729443868824	1.68421262453729	0.0736709865944149
YBL104C	1038	11.63	33.33	0.348934893489349	0.000455628475113216	0	-10.8	1.58077159688094	0.0474278906954977	0	26	0.384615384615385	0.000445573495566406	2.24449447324381	0.0384648941624125
YBL105C	1151	25.76	57.94	0.444597859855022	0.000602232026512254	0	NA	3.43457447583345	0.0592781235042017	NA	NA	NA	0.000577710164764797	3.90177047043944	0.0866958638981534
YBL106C	1010	7.83	23.19	0.33764553686934	0.000420703588904452	0	NA	1.2875085762498	0.0555199903514357	NA	NA	NA	0.000497718366998551	1.56165097013274	0.029894706564468
YBL107C	196	42.15	49.72	0.847747385358005	0.000969539011696196	0	-7.9	5.43011816714332	0.10921396152742	0	1	1	0.000898661367739085	3.34822277856833	0.115727633141668
YBR001C	780	26.04	50.73	0.513305736250739	0.000641188103293714	-1.8	NA	3.69881781229914	0.0729118433333163	NA	NA	NA	0.000655279374533179	3.41623776260602	0.0860996209360423
YBR002C	286	40.3	53.17	0.757946210268949	0.000909862954027882	0	-10.3	5.66006689832317	0.106452264403295	0	1	1	0.000919414995905832	3.58055118939015	0.126615863735914
YBR003W	473	28.52	54.21	0.526102195166943	0.000669929918861871	-6.9	-14.7	3.95460670972805	0.072949764060654	0	30	0.4	0.000668347354755523	3.65058642047846	0.0938407606705082
YBR004C	433	20.23	31.37	0.644883646796302	0.000867301417829249	0	-6.6	2.86149708166102	0.0912176309104565	0	17	0.294117647058824	0.000882646011427503	2.11250499926968	0.0717151581433094
YBR005W	213	16.09	23.8	0.676050420168067	0.000657645668655359	0	-5.8	2.13783076039161	0.0898248218651937	0	36	0.416666666666667	0.000628678088210602	1.60272932682877	0.0387538772734528
YBR006W	497	18.97	19.41	0.977331272539928	0.00146283169668472	0	NA	2.62982468749048	0.13548813433748	NA	NA	NA	0.00145905919309521	1.30709984175405	0.0733513861694054
YBR007C	736	11.01	19.79	0.556341586659929	0.000659858449171798	-4.6	NA	1.58951402615844	0.0803190513470664	NA	NA	NA	0.000685404434119777	1.33268963772863	0.0351319764232569
YBR011C	287	2665.54	1719.62	1.55007501657343	0.00397098570017572	-0.7	-4.2	386.229036086428	0.224601386403059	0	32	0.40625	0.00413977865936864	115.801907773163	18.4382410197506
YBR013C	129	26.32	42.35	0.621487603305785	0.000630569394608189	-1.3	NA	3.22506260278963	0.0761525998297434	NA	NA	NA	0.000555909677424248	2.85191541979825	0.0609772069638954
YBR014C	203	124.38	86.55	1.4370883882149	0.00188955597519787	-0.8	NA	17.2040614456175	0.198775984351444	NA	NA	NA	0.00188043911510104	5.82841274105167	0.4215375114318
YBR015C	597	117.01	165.86	0.705474496563367	0.000936045284899774	0	-9.4	17.3091323516586	0.104359896006623	0	94	0.361702127659574	0.000996249832616729	11.1692725272193	0.427976380218956
YBR016W	128	359.39	129.96	2.76538935056941	0.0026776768480438	-0.6	NA	41.7169687459218	0.320998528361972	NA	NA	NA	0.00223626878118421	8.75171022330531	0.752737552090322
YBR017C	918	81.31	135.64	0.599454438218815	0.000765169187919545	-1.9	NA	10.8543158455318	0.0800229714356519	NA	NA	NA	0.000734911509995004	9.13421033155688	0.258186011822171
YBR021W	633	10.96	17.65	0.620963172804533	0.000928697906933609	-4.3	NA	1.47342982103806	0.0834804431183037	NA	NA	NA	0.000898281488764505	1.18857868145074	0.0410645472110511
YBR022W	177	58.42	45.04	1.29706927175844	0.00159953939319453	-0.5	-4.3	7.88716587645948	0.175114695303275	0	15	0.333333333333333	0.00155372246229089	3.03306423867091	0.181251539892084
YBR023C	1165	35.34	79.04	0.447115384615385	0.000589687080099319	-2	NA	5.07202028863335	0.0641702971740049	NA	NA	NA	0.000608912839476645	5.322677562712	0.124655642628061
YBR024W	301	25.55	23.05	1.10845986984816	0.00142601717064972	-0.5	NA	3.49561903190079	0.151653754095479	NA	NA	NA	0.00140370881669128	1.55222315056315	0.0838026662276084
YBR025C	394	1057.4	904.49	1.16905659542947	0.0028682478783872	0	-4.8	146.177304126498	0.16161295771816	0	22	0.363636363636364	0.00285283336569209	60.909775160645	6.68328611058043
YBR026C	380	99.9	78.23	1.27700370701777	0.00173324670952264	0	-3.2	14.27519032296	0.182477186794836	0	4	0.75	0.00178195152427415	5.26813089234514	0.361059764372699
YBR028C	525	27.36	50.9	0.537524557956778	0.000714887266248481	-5.5	-8.6	3.89335483125165	0.0764902717338242	1	101	0.346534653465347	0.000731921553784743	3.42768582922623	0.0964921976158925
YBR029C	457	74.22	98.22	0.755650580329872	0.00100001294634514	0	-8.8	10.7241910281531	0.109185410590033	0	81	0.37037037037037	0.00103960484776171	6.6142888437446	0.264471028709733
YBR030W	552	13.8	35.13	0.392826643894108	0.000517020217799973	0	-12.7	1.97356643388197	0.0561789477336173	2	90	0.366666666666667	0.000531984859311482	2.36570929628128	0.0484046741213101
YBR034C	348	161.98	172.39	0.939613666686003	0.00155014010426018	0	-4.7	23.1801051649876	0.134463165873819	0	30	0.4	0.00159604099301811	11.6090129685719	0.71263309947383
YBR035C	228	306.82	207.44	1.47907828769765	0.00205892613892422	-1.7	-8	42.2837999272446	0.20383628966084	0	28	0.392857142857143	0.00204150380137008	13.9693349393848	1.09686347620639
YBR036C	410	118.82	132.28	0.898246144541881	0.00107358227301523	0	NA	16.2182993162148	0.122605830936005	NA	NA	NA	0.00105431449450348	8.90794266188694	0.361222040947435
YBR037C	295	42.17	40.71	1.03586342422009	0.0011638329251057	0	NA	5.82626438578584	0.143116295401273	NA	NA	NA	0.00115690129895368	2.74147524769744	0.121985241350405
YBR038W	963	53.09	71.24	0.74522740033689	0.00101758203060117	0	-7.2	7.67563041526111	0.107743268041285	0	38	0.394736842105263	0.00105849751087444	4.79741332954964	0.195309617998621
YBR039W	311	259.08	203.82	1.27112157786282	0.00256836571296615	-1	-9	36.0425076088471	0.176834989740198	0	88	0.375	0.00257073349465157	13.7255584619428	1.35710587965056
YBR041W	669	42.4	72.17	0.587501732021616	0.000845945227615134	0	-3.6	6.10989844428119	0.0846598093983815	0	54	0.407407407407407	0.000877060317602525	4.86004098811899	0.163944195869267
YBR042C	397	33.29	60.37	0.551432830876263	0.000641825887486714	-3.9	NA	4.72254440803484	0.07822667563417	NA	NA	NA	0.000655086376047489	4.06541048154003	0.102430577672982
YBR043C	689	5.67	26.79	0.211646136618141	0.000270634225464923	-4	-8.3	0.832972947485223	0.0310926818770147	2	150	0.353333333333333	0.000286055062768813	1.80408061620767	0.0198487074580494
YBR044C	572	8.89	27.88	0.318866571018651	0.00040151995247353	-1.7	NA	1.25889818737867	0.0451541674095649	NA	NA	NA	0.000409086417840498	1.8774829257137	0.0295404909475736
YBR046C	334	81.86	52.01	1.57392809075178	0.00203277069173879	-0.3	-1.6	11.4678846186892	0.22049384000556	0	32	0.40625	0.00204889190708691	3.50243497009933	0.276004256359027
YBR047W	175	17.85	18.56	0.961745689655173	0.00138812666614247	-4.3	-7.4	2.4434487842493	0.13165133535826	1	54	0.407407407407407	0.0013671406583894	1.24985950865302	0.0657205289059288
YBR049C	810	87.3	95.57	0.913466569007011	0.00135910715984216	0	-4.8	13.0687142044209	0.136744943019995	0	150	0.353333333333333	0.00146383254805802	6.4358336876061	0.362345493300235
YBR052C	210	230.72	187.96	1.22749521174718	0.00177342374497294	0	-0.3	31.2415454170523	0.166213797707237	0	65	0.4	0.00172774190571822	12.657521187846	0.841112683798377
YBR053C	358	85.15	58.98	1.44370973211258	0.00198943967765957	-1.5	-10.4	11.8187951552678	0.200386489577277	0	13	0.384615384615385	0.00198672799106389	3.97180570152776	0.303496060088168
YBR054W	344	51.08	46.93	1.0884295759642	0.00222307455822711	-0.5	-1.5	6.97388301517103	0.148601811531452	0	315	0.393650793650794	0.00218371963916662	3.16033980286025	0.265434465151765
YBR055C	899	14.93	39.91	0.374091706339263	0.000480896780382218	0	NA	2.10651332250668	0.0527815916438658	NA	NA	NA	0.000488174796617103	2.68760199301412	0.0504622906279765
YBR056W	501	56.91	72.59	0.783992285438766	0.00124598521359616	0	-2.2	8.33013757011865	0.114755993526913	0	38	0.394736842105263	0.00131218647995542	4.88832444682774	0.246707432644727
YBR057C	366	28.02	30.66	0.913894324853229	0.00115560801154677	-2.6	NA	3.88326632478638	0.126655783587292	NA	NA	NA	0.00115228171902801	2.06469248573823	0.0915041310281027
YBR058C	781	44.08	61.57	0.715933084294299	0.000948083475756847	-2.3	-7.4	5.87033056259639	0.0953440078381743	0	23	0.347826086956522	0.00090841988231636	4.14622036356501	0.14486573133567
YBR058CA	80	343.31	185.17	1.85402603013447	0.00209941490886364	-0.3	-3.5	39.1453303978858	0.211402119122351	0	45	0.377777777777778	0.00172230819595469	12.4696382121379	0.826021542052112
YBR059C	1108	43.8	76	0.576315789473684	0.000713270616100646	-1.2	-9.1	6.73827375304239	0.0886614967505577	0	151	0.357615894039735	0.000789492403730419	5.11795919491539	0.155407304114921
YBR060C	620	20.89	41.52	0.503131021194605	0.000613704202467698	-3	NA	2.94990456218373	0.0710477977404558	NA	NA	NA	0.000623516147209652	2.7960219180643	0.067052492840969
YBR061C	310	74.43	58.74	1.26710929519918	0.0015829759114544	0	-2.9	10.140380312477	0.172631602187214	0	8	0.625	0.00155167089005948	3.95564372512276	0.236071431527671
YBR062C	180	72.93	51.4	1.41887159533074	0.00187522251024312	0	NA	9.57996427607603	0.186380627939222	NA	NA	NA	0.00177226869311175	3.4613566134033	0.235940536985768
YBR065C	364	19.58	36.64	0.53438864628821	0.000626306317161724	0	-3.6	2.80100653175484	0.0764466848186365	0	32	0.40625	0.000644625243402328	2.46739506449605	0.0611748132315565
YBR066C	220	58.19	48.1	1.20977130977131	0.00142241538364102	0	NA	7.8773152270122	0.163769547339131	NA	NA	NA	0.00138540066109669	3.23912943783461	0.172595848636686
YBR067C	210	485.68	225.69	2.15197837742036	0.00443810083809934	0	NA	67.5788842679188	0.299432337577734	NA	NA	NA	0.00444300748751537	15.1983185618481	2.59716319876672
YBR068C	609	189.05	277.84	0.680427584221135	0.000953044886536529	-0.2	-14.4	26.6220290544649	0.0958178413996001	0	15	0.333333333333333	0.000965599226127113	18.710181351517	0.694866793604721
YBR069C	619	160.06	270.96	0.590714496604665	0.000735854822269382	0	-11	20.7760398115777	0.0766756709904697	0	106	0.330188679245283	0.000687212702864442	18.2468713612404	0.482287761037608
YBR070C	237	33.32	48.59	0.685737806132949	0.000740095705395318	-3.6	-13.9	4.42417746216577	0.0910511928826049	0	22	0.363636363636364	0.000707024580038864	3.27212680632814	0.0889797723491562
YBR071W	211	81.16	48.98	1.65700285830951	0.00191072659304606	-1.1	-3.5	11.0792809622506	0.226200101311772	0	73	0.383561643835616	0.00187666678580574	3.29839001798626	0.238076115130307
YBR072W	214	101.12	58.64	1.72442019099591	0.00321198551158608	0	-2.8	13.2941270661302	0.226707487485168	0	75	0.373333333333333	0.00303819345812365	3.94890956828735	0.461444277580481
YBR073W	958	32.54	79.83	0.407616184391833	0.000512730698537891	-3.2	NA	4.22033751973112	0.0528665604375688	NA	NA	NA	0.000478451630521547	5.37587740171178	0.0989268195512669
YBR074W	976	46	84.92	0.54168629298163	0.000619972697816607	0	-8.2	6.42092842901841	0.0756114982220726	0	6	0.666666666666667	0.000622632296370226	5.7186459846344	0.13694668005928
YBR077C	162	80.51	70.18	1.14719293245939	0.00148840141857344	-2.1	NA	8.25539885344437	0.117631787595389	NA	NA	NA	0.00109806333760752	4.72603126709424	0.199595448722422
YBR078W	429	1864.88	1212.94	1.5374874272429	0.00344893437180744	-0.1	-3.5	254.264434539964	0.209626555757056	0	177	0.389830508474576	0.00338328620773588	81.6812819194825	10.6288905595528
YBR079C	964	260.78	326.79	0.798004834909269	0.00152669229844646	0	-8.1	43.1930896249122	0.132173841381047	0	26	0.384615384615385	0.00181932625256914	22.0065511224526	1.53988831483012
YBR080C	758	109.25	111.22	0.982287358388779	0.00146732232311073	-0.4	-11.3	15.9691354252333	0.14358150894833	0	1	1	0.00154313728637328	7.48972923234855	0.444526170895268
YBR081C	1332	18.21	43.38	0.419778699861687	0.000573400190283379	0	NA	2.84923010804797	0.065680730937021	NA	NA	NA	0.000645497395040531	2.92127723520302	0.0725260325197983
YBR082C	148	1234	511.11	2.4143530746806	0.00445255164703746	0	-1.8	143.752722204621	0.28125593747847	0	50	0.42	0.00373189113051397	34.4189490014895	4.94029886539505
YBR083W	486	49.9	53.37	0.93498219973768	0.00103186802113522	0	-7.8	6.89157243737132	0.129128207558016	0	34	0.382352941176471	0.00102532374523641	3.59401950306098	0.141732059128123
YBR084W	975	153.68	266.87	0.57586090605913	0.000835609588892401	0	-22.6	23.1966180020551	0.086921040214543	0	15	0.333333333333333	0.000907464858320875	17.971444346672	0.627248238379776
YBR085CA	85	335.23	203.23	1.64951040692811	0.00223103543084121	0	NA	35.3967415129404	0.17417084836363	NA	NA	NA	0.00169490732563827	13.6858269366139	0.892161858934018
YBR085W	307	23.95	23.57	1.01612218922359	0.00162023674220375	-3.7	NA	3.24970067330041	0.137874445197302	NA	NA	NA	0.00158174110631139	1.58724076610731	0.0965616909755816
YBR086C	946	83.76	173.5	0.482766570605187	0.000655377122529799	-2.1	-12.3	13.9062435037785	0.0801512593877725	1	304	0.388157894736842	0.000782858949066946	11.683762109445	0.351797604851858
YBR087W	354	51.3	59.92	0.856141522029372	0.00107123858028111	0	-8	7.13111428718749	0.119010585567214	0	12	0.416666666666667	0.00107138440124589	4.03510677578066	0.166275017574346
YBR088C	258	279.53	176.64	1.58248414855072	0.0024517296561388	0	-1.8	37.1924935136969	0.21055533012736	0	41	0.390243902439024	0.00234702942188665	11.895214634077	1.07378533560905
YBR091C	109	77.21	62.31	1.23912694591558	0.00122040123244505	-0.1	-7.2	8.98125604350318	0.144138277058308	0	42	0.380952380952381	0.00102137505037716	4.19605312414708	0.164836306579267
YBR094W	753	32.28	44.71	0.721986132856184	0.00105469690809361	-0.2	NA	4.51826669141753	0.101057183883192	NA	NA	NA	0.00106214813422696	3.01084152111404	0.122998450157859
YBR095C	430	24.56	33.99	0.722565460429538	0.000923679634031492	-3.1	-15.8	3.26326527196146	0.0960066275952181	0	41	0.390243902439024	0.000883007651557564	2.28893990835755	0.0777365943475073
YBR096W	230	139.64	153.21	0.911428757913974	0.00122306286340473	0	-4.3	18.7608386262899	0.122451789219306	0	63	0.412698412698413	0.00118225257725199	10.3174016875393	0.469145182139899
YBR097W	1454	8.27	26.88	0.30766369047619	0.000380854325785517	-1.1	NA	1.19091397173134	0.0443048352578624	NA	NA	NA	0.000394596160978909	1.81014135735955	0.0274721088632011
YBR098W	691	6.34	13.46	0.471025260029718	0.000558996141746932	-1.3	-8.7	0.938614943777805	0.0697336510979053	0	13	0.384615384615385	0.000595423675079436	0.906417510046857	0.0207577863457097
YBR101C	290	117.92	105.05	1.12251308900524	0.00149854295924108	0	-6	16.3870418879683	0.155992783321925	0	73	0.383561643835616	0.0014983089473332	7.07423175560344	0.407668643651127
YBR102C	753	29.11	39.35	0.739771283354511	0.000857463123521071	0	-3.9	3.97568910031162	0.101034030503472	1	79	0.367088607594937	0.000842567577976292	2.6498907147358	0.0858735385160309
YBR103W	535	22.51	34.59	0.650766117374964	0.000739208636464279	-4.6	NA	3.14986756985999	0.0910629537398089	NA	NA	NA	0.000744222703272862	2.32934484937004	0.066675050794342
YBR104W	329	43.94	45.03	0.975793915167666	0.0012060632191833	-1.5	-6.6	5.99397648378455	0.13311073692615	1	89	0.370786516853933	0.00118370678620784	3.03239082298737	0.138056215215559
YBR105C	362	21.48	31	0.692903225806452	0.000800592492271077	0	-5.9	3.00667762400303	0.0969896007742911	0	24	0.333333333333333	0.000806274981053272	2.08758861897865	0.064737325931309
YBR106W	188	1217.17	1163.63	1.04601118912369	0.00231849566561291	-0.7	-0.8	154.845496448406	0.133071076242797	0	40	0.4	0.00212213354114621	78.3606691839394	6.39583863007308
YBR107C	245	6.69	20.89	0.320248922929631	0.000398742980341117	-3.5	NA	0.934308839571136	0.0447251718320314	NA	NA	NA	0.000400660448387582	1.40676536291819	0.0216782785031893
YBR108W	947	17.81	21.52	0.827602230483271	0.000907128833647269	0	NA	3.05238438945219	0.141839423301682	NA	NA	NA	0.00111857049079618	1.4491905509813	0.0623469917641669
YBR109C	147	739.41	403.77	1.8312653243183	0.00267220173208315	0	NA	93.1847737882169	0.230786769171105	NA	NA	NA	0.00242296956367013	27.1905050543551	2.5339140833662
YBR110W	449	38.99	66.1	0.589863842662632	0.000771302753955499	-2.8	NA	5.31450677447782	0.0804010102039005	NA	NA	NA	0.000756403786009546	4.4512776682093	0.129498587723587
YBR111C	231	208.09	187.49	1.10987252653475	0.00182426111639409	0	NA	27.4053098073468	0.146169448009744	NA	NA	NA	0.00172858041967319	12.6258706507196	0.839416645698468
YBR111WA	96	101.03	86.64	1.16608956602031	0.00136553969306281	-3.8	NA	10.9570946212435	0.126466927761351	NA	NA	NA	0.00106553684029558	5.83447348220354	0.239109478423674
YBR114W	790	7.35	17.63	0.416903006239365	0.000532844151812683	-1.2	-9.8	0.993147102582674	0.0563327908441676	0	79	0.367088607594937	0.000518018806002686	1.18723185008366	0.0236541702087961
YBR115C	1392	90.97	118.8	0.765740740740741	0.00120461787103917	-2	NA	14.4049442054085	0.121253739102765	NA	NA	NA	0.0013724033506952	8.000178320473	0.422287366660624
YBR119W	298	28.03	31.05	0.902737520128824	0.000968171108085291	0	-3.9	3.86009721584881	0.124318750913005	0	38	0.394736842105263	0.000959282109901048	2.09095569739635	0.0771467843503073
YBR120C	162	50.43	38.28	1.31739811912226	0.00185217743888698	-1.5	NA	6.58988866961036	0.172149651766206	NA	NA	NA	0.00174136888997781	2.57783523659686	0.172652387865321
YBR121C	667	631.15	714.69	0.883110159649638	0.00190727934631587	-1.6	-9.8	88.3342301263164	0.123597965728241	0	165	0.381818181818182	0.00192056862475011	48.1283454870274	3.55514578090455
YBR122C	177	98.98	94.54	1.04696424793738	0.00150605613609698	-3	NA	12.9987895090036	0.137495129141142	NA	NA	NA	0.00142303539947201	6.36647187220133	0.348450570918666
YBR123C	649	23.67	31.17	0.759384023099134	0.00101217987458148	-1	NA	3.43992314350776	0.110360062351869	NA	NA	NA	0.00105834499789426	2.09903668559885	0.0854424991000033
YBR125C	393	29.79	47.96	0.621142618849041	0.000805835195831239	-3.1	-8.9	4.24762202834612	0.0885659305326547	0	189	0.391534391534392	0.00082668617557086	3.22970161826503	0.102690372270713
YBR126C	495	312.37	206.8	1.51049323017408	0.00196596410445898	0	-8.1	44.721354054826	0.216254129858926	0	108	0.324074074074074	0.00202507118000287	13.9262363356382	1.08467768650806
YBR127C	517	1125.03	1018.95	1.10410716914471	0.00206592112901747	-2	-10	147.428517204211	0.144686704160372	0	65	0.4	0.00194782624650037	68.617691074461	5.14058998650343
YBR128C	344	2.83	5.72	0.494755244755245	0.000532296201006499	-4.9	NA	0.366098850194004	0.0640032954884623	NA	NA	NA	0.00049543236942464	0.385193770985737	0.00733990240950292
YBR129C	328	24.49	46.81	0.52317880794702	0.000657480871775557	-1.1	NA	3.42246102193606	0.0731138863904306	NA	NA	NA	0.000661076821053067	3.15225881465775	0.0801494321665561
YBR130C	425	48.37	78.98	0.61243352747531	0.00079978638313334	-2.9	-12	6.68078068686804	0.0845882588866554	0	61	0.409836065573771	0.000794775032796571	5.31863706861076	0.162581536563007
